issue,title,opened,age_years,labels,platform,subsystem,kind,priority_class,severity,validity_confidence,reproducibility,head_status,related,source_areas,root_cause_assessment,audit_depth
4129,Segfault ingesting 2WBD1885 IENC cell,2024-09-02,2.0,bug,not established/cross-platform,charts/rendering,defect,B,crash/hang/data integrity,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4119,flatpak openCPN 5.10.0 wont accept the same S63 installpermit as the native version,2024-08-23,2.0,enhancement|done,Flatpak,charts/rendering,feature/enhancement,J,likely resolved/stale/duplicate,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4103,wrong direction to steer in RMB and XTE NMEA message in aktiv route when changing to next Waypoint,2024-08-19,2.0,bug,not established/cross-platform,route activation/autopilot,defect,A,safety/correctness critical,medium,at-sea/hardware-dependent,open on upstream master,,model/src/routeman.cpp; model/src/autopilot_output.cpp,Transition-time XTE/direction semantics may drive an autopilot turn the wrong way; no proven root cause. Requires sentence-sequence characterization before a fix.,thread and code reviewed
4098,Add Plugin API getUsrDepthUnit_Plugin(),2024-08-14,2.0,enhancement,not established/cross-platform,plugins,feature/enhancement,H,feature request,medium,not established,not code-verified,,"include/ocpn_plugin.h; gui/src/{pluginmanager,ocpn_plugin_gui,api_121}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4095,"Highlight soundings less than Safety Depth in UWTROC, WRECKS and OBSTRN objects",2024-08-13,2.0,enhancement,Android|Windows,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4065,"Chart objects (day marks, light sectors) close to a chart border may be visible only partially (or virtually not visible) when chart quilting is activated",2024-07-22,2.1,bug,macOS|Raspberry Pi,charts/rendering,defect,C,serious functional defect,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4026,E-ink displays support,2024-07-01,2.1,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4013,Implement native Wayland support,2024-06-22,2.2,enhancement,Linux|Wayland,platform/build,feature/enhancement,H,feature request,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
4010,OpenCPN becomes unresponsive while being fed with N2K data,2024-06-21,2.2,bug|macOS,macOS,communications/N2K,defect,B,crash/hang/data integrity,low,unreproduced,open on upstream master,#4554; #3316,model/src/comm_drv_n2k_net.cpp,Old macOS N2K TCP hang without a current reproduction.,thread and code reviewed
4003,"Android export/import feature for config files, logs and navobj.xml",2024-06-17,2.2,enhancement|Android,Android,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3997,Active Route Progress & Time,2024-06-17,2.2,enhancement|deferred,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3950,"RFE: Select Text that is needed rather than ""All"" (future)",2024-06-01,2.2,enhancement|deferred,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3940,"RFE: Vector Chart Display ""User Standard Objects"" scrolling and check grey tones (future)",2024-05-28,2.2,enhancement|deferred,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3934,Changing screen scale in Gnome Settings Display corrupts viewport coordinates.,2024-05-26,2.2,bug|deferred,Linux|Wayland,platform/rendering,defect,C,serious functional defect,medium,display-scale change,open on upstream master,,gui/src/viewport.cpp; platform DPI/display events,Viewport coordinate transform is corrupted in memory after a Gnome scale change; this is not persistent data corruption.,manual issue review
3927,Geographic Filter For AIS,2024-05-24,2.2,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3910,Add option to export multiple routes and tracks as individual files in a single operation,2024-05-16,2.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3872,Filenames and German Umlaut,2024-04-30,2.3,bug,Android|Windows,routes/tracks/storage,defect,C,serious functional defect,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3866,"Long exit delay causes ""Do you want to terminate application"" dialog",2024-04-29,2.3,bug,Linux,shutdown/plugins,defect/performance,B,crash/hang/data integrity,medium,intermittent,open on upstream master,#4554,gui/src/ocpn_frame.cpp; gui/src/pluginmanager.cpp,Long procedural shutdown and plug-in/device ordering are plausible contributors; no single cause proven.,thread and code reviewed
3851,[5.8.4-3] Crash in S-57 chart cache handler.,2024-04-27,2.3,bug,Linux,charts/S57,defect,B,crash/hang/data integrity,proven by maintainer analysis,load/cache-pressure dependent,master has substantial candidate lifecycle hardening; regression/closure verification needed,#4983; #4842,gui/src/senc_manager.cpp; gui/src/s57chart.cpp; gui/src/chartdb.cpp,"Original cache purge could delete a chart associated with SENC work. Current master adds invalidation, completion tracking, locking and shutdown handling, but detached workers and bounded-wait ticket deletion still require deterministic lifetime review.",thread and code reviewed
3848,Creating a route does not allow setting speed or route colour,2024-04-26,2.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3845,RFE: Add API to activate waypoint or waypoint within route,2024-04-25,2.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3835,ShapeBaseChart::DoDrawPolygonFilledGL performance,2024-04-22,2.3,bug,not established/cross-platform,charts/rendering,defect,E,performance/resource,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3834,RFE: (bug) Route Properties Width,2024-04-22,2.3,enhancement|deferred,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3830,Soundings for wrecks still in bitmaps,2024-04-21,2.3,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3814,Toolbar > Help - Copy to clipboard of O-version and Chart path,2024-04-16,2.3,enhancement|deferred,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3807,SignalK Authentication,2024-04-10,2.4,enhancement,Windows|Linux,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3805,Handle site palette configuration better,2024-04-10,2.4,enhancement,Linux|Flatpak,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3800,Redundant or inconsistent UI - Units (distance),2024-04-09,2.4,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3789,Improve ENC S63 chart performance on rasperry pi 4,2024-04-06,2.4,enhancement,Linux|Raspberry Pi,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3775,RFE - Built-in Windows Sensor Compatibility,2024-04-01,2.4,enhancement|deferred,Windows,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3766,RFE Move Show Extended Chartbar to Options->UI,2024-03-27,2.4,enhancement|deferred,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3753,OpenCN on MacOS sometimes hangs on redraw,2024-03-25,2.4,bug,macOS|Windows,platform/build,defect,B,crash/hang/data integrity,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3733,RFE: Touchscreen improvements suggestions,2024-03-17,2.4,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3721,Voyage recording,2024-03-06,2.5,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3717,wxDC DrawArc not available,2024-03-04,2.5,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,low,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3700,Protect the user from common connnection configuration mistakes,2024-02-29,2.5,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3668,'translate' AIS destination LOCODE to portname,2024-02-16,2.5,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3647,Reordering of chart groups,2024-02-09,2.5,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3633,"RFE: Android sort of routes, tracks, waypoints is needed",2024-02-07,2.5,enhancement|Android,Android|Windows|Linux,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3570,ENC update fails; File couldn't be removed,2023-12-31,2.6,bug,Windows,charts/S57,defect/robustness,C,serious functional defect,proven input problem,deterministic malformed update,open on upstream master,,gui/src/s57chart.cpp; gui/src/senc_manager.cpp,Official ENC update input is invalid; OpenCPN's repeated retry and misleading recovery are the actionable defects.,thread and code reviewed
3564,RFE: ETA Calculator with Tides,2023-12-30,2.6,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3554,“Navigate to” shouldn’t show straight line on map,2023-12-20,2.7,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3518,Implement support for wxGestureEvent on modern wxWidgets versions,2023-11-29,2.7,enhancement,Wayland,platform/build,feature/enhancement,H,feature request,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3481,RFE: Tidal Current Prediction display & controls,2023-10-28,2.8,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3474,Quick access to NMEA debug windows & enhancement to it,2023-10-22,2.8,enhancement,Windows,communications/navigation,feature/enhancement,H,feature request,low,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3453,RFE: Opacity Option for Particles in the Grib Plugin,2023-10-06,2.9,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3444,Can’t move dashboard window in touchscreen,2023-10-01,2.9,enhancement,Windows,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3412,OpenCPN looses active track when crashing,2023-08-24,3.0,bug|info needed|done,not established/cross-platform,tracks/storage,defect,J,likely resolved/stale/duplicate,high,crash recovery,marked done; fix commit 84f2b70bf needs reporter verification,commit 84f2b70bf,model/src/navobj_db.cpp; model/src/track.cpp,Active-track crash recovery was reportedly implemented.,thread and code reviewed
3404,"RFE : add read ""raw n2k"" YDEN & YDWG data from network",2023-08-21,3.0,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3352,Enhancements to Drop Mark,2023-07-05,3.1,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3331,Check Route feature,2023-06-15,3.2,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3316,OCPN crashing or silently closing with multiple nav inputs,2023-05-31,3.2,bug,macOS,communications/concurrency,defect,B,crash/hang/data integrity,medium,hardware-dependent,open on upstream master,#4554; #4686,model/src/comm_drv_n2k_serial.cpp; model/src/comm_drv_n0183_net.cpp,Concurrent N2K serial/N0183 network crash belongs to the same driver lifetime/input cluster; exact cause unproven.,thread and code reviewed
3305,(S-52) SLCONS Area - does not apply coloring depending on the type of water level (WATLEV),2023-05-29,3.2,bug,not established/cross-platform,UI/general,defect,C,serious functional defect,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3286,wxBitmap not handled properly,2023-05-24,3.2,enhancement,not established/cross-platform,platform/build,feature/enhancement,H,feature request,medium,not established,not code-verified,,CMakeLists.txt; cmake/; gui/src/ocpn_platform.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3263,Simulate AIS MOB alert,2023-05-17,3.3,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3253,Support for H3 grid,2023-05-15,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3194,Shapefile support,2023-05-03,3.3,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3193,Icon set management,2023-05-03,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3191,Implement housekeeping for navobjects,2023-05-03,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3190,GPX import - duplicates resolution for waypoints,2023-05-03,3.3,bug,not established/cross-platform,routes/storage,defect,B,crash/hang/data integrity,medium,import-dependent,open on upstream master,#3189,model/src/navobj_db.cpp; gui/src/navutil.cpp,GUID uniqueness and import merge policy are not enforced at one transactional boundary.,thread and code reviewed
3189,GPX import - duplicates resolution for routes and tracks,2023-05-03,3.3,bug,not established/cross-platform,routes/storage,defect,C,serious functional defect,medium,import-dependent,open on upstream master,#3190,model/src/navobj_db.cpp; gui/src/navutil.cpp,Duplicate-GUID/import invariant cluster.,thread and code reviewed
3184,Improve GPX interoperability with Expedition and Predictwind,2023-05-02,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3182,Implement support for online tiles with caching,2023-05-01,3.3,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3181,Implement support for GeoTIFF charts,2023-05-01,3.3,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3166,RFE: Add API attributes for tracks as is now for routes,2023-04-27,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3145,Dual Canvas Layout Synchronisation when route planning,2023-04-18,3.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3144,Visual indication of chart group,2023-04-18,3.3,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3137,RFE: Add support for Victron MQTT,2023-04-14,3.3,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3097,RFE: Shortcut Key to open Nmea Debug Window,2023-03-20,3.4,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3095,RFE: Grib_pi - MSLET More accurate pressure data,2023-03-20,3.4,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
3028,Reduced details at small scale.,2023-02-27,3.5,enhancement,Linux,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2984,Improve sorting in object query,2023-02-04,3.5,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,low,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2975,"[RFE] Calculate local solar noon (time, and angle)",2023-02-02,3.5,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2887,RFE: Unify displaying and keeping data about currents. Keep OpenCPN always aware of current Drift and Set.,2022-12-19,3.7,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,low,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2835,(S-52) QAPOS position quality attribute not applied to DEPCNT contour rendering,2022-11-26,3.7,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2816,RFE: NMEA 0183 Man Overboard Notification (MOB) Sentence Support,2022-11-11,3.8,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2815,RFE: Missing Safety Messages NMEA 0183 ammendement support,2022-11-11,3.8,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2814,RFE: Missing support for NMEA NavTex messages (alerts),2022-11-11,3.8,enhancement,not established/cross-platform,AIS,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2813,RFE: Missing support for DSC NMEA alerts and messages,2022-11-11,3.8,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2801,RFE: Do not allow to build route via land. Make it more fool proof,2022-11-01,3.8,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2785,Add support for MWH - Wave Height NMEA sentence in O and dashboards,2022-10-06,3.9,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,low,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2783,Display wave height/period/white cap probability/boat letf-right heeling period/amplitude on dashboard,2022-10-06,3.9,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2741,RFE: B&G Fastnet protocol support,2022-07-19,4.1,enhancement,not established/cross-platform,UI/general,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2740,RFE: Night mode ideas,2022-07-16,4.1,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,medium,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2739,Common NMEA2000 support library,2022-07-16,4.1,enhancement,not established/cross-platform,communications/navigation,feature/enhancement,H,feature request,medium,not established,not code-verified,,model/src/comm_*; model/src/georef.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2730,Generalised autopilot support,2022-06-26,4.1,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,medium,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2713,Feature: Highlight objects when selected/hovering in object query dialog,2022-06-02,4.2,enhancement,not established/cross-platform,charts/rendering,feature/enhancement,H,feature request,low,not established,not code-verified,,"gui/src/{chartdbs,chartimg,gl_*}.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2704,"HARMONICS_NO_US.IDX, and HARMONICS_NO_US Tables Duplicates and Issues",2022-05-20,4.2,enhancement,not established/cross-platform,tides/currents,feature/enhancement,H,feature request,medium,not established,not code-verified,,gui/src/tcmgr.cpp; gui/src/tcwin.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2670,RFE: Add direction arrow when displaying tracks on chart,2022-05-06,4.3,enhancement,not established/cross-platform,routes/tracks/storage,feature/enhancement,H,feature request,low,not established,not code-verified,,"model/src/{route,track,navobj_db}.cpp; gui/src/navutil.cpp",Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2609,Rudder angle gauge on dashboard is too big,2022-04-10,4.4,deferred,not established/cross-platform,UI/general,needs triage,F,usability/UI,medium,not established,not code-verified,,gui/src (issue-specific),Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
2603,No debugging capabiltiy for OpenCPN on android,2022-04-09,4.4,Android,Android,Android/developer tooling,feature/enhancement,H,feature request,high as request,not applicable,open design request,,Android build/debug tooling,"A developer-debugging capability request, not evidence of a production crash.",manual issue review
2591,Android armhf circleci local build not generating opencpn executable,2022-03-20,4.4,Android,Android|Linux,AIS,defect,E,performance/resource,medium,not established,not code-verified,,model/src/ais_decoder.cpp; gui/src/ais.cpp,Unresolved; taxonomy-only triage. Read/reproduce before changing code.,metadata/title/body triage
